source_row,product_code,product_name,brand,category_name,unit,mrp,selling_price,cost_price,margin_percentage,stock_quantity,source_hsn_code,source_gst_percent,source_alias_name,source_generic_name,source_sub_category,source_created_date
267,LEGACY-XLS-45706,PROTINEX MOTHERS VANILLA 250GM PWD,,VITAMINS & SUPPLEMENTS-HW,1 pack,440.00,440.00,371.52,15.56,2.00,21069099,5.00,PROTINEX MOTHERS VANILLA 250GM PWD,,PROTINEX(TAG),30/01/2024
268,LEGACY-XLS-45866,DIAFREEE 200GM PWD,OLCARE LABORATORIES PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,325.00,325.00,236.69,27.17,2.00,300449,5.00,DIAFREEE 200GM PWD,,OTX,01/02/2024
269,LEGACY-XLS-45944,BABYVITA FAMILY HEALTHMIX 400GM PWD,BEST INDIA FOOD PROCESSING PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,222.46,222.46,184.22,17.19,4.00,21069099,5.00,BABYVITA FAMILY HEALTHMIX 400GM PWD,,BABYVITA(TAG),03/02/2024
270,LEGACY-XLS-46237,MICRO LANCET 25S,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,100.00,100.00,76.80,23.20,1.00,30049011,5.00,MICRO LANCET 25S,,OTX,06/02/2024
271,LEGACY-XLS-46432,APTAMIL GOLD 1 FOLLOWUP TIN 400GM PWD,NUTRICIA INTERNATIONAL PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,1010.00,1010.00,874.46,13.42,3.00,19011090,5.00,APTAMIL GOLD 1 FOLLOWUP TIN 400GM PWD,,APTAMIL(TAG),10/02/2024
272,LEGACY-XLS-46441,DIGITAL THERMOMETER-7MM,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,192.00,192.00,50.00,73.96,0.00,90251910,5.00,DIGITAL THERMOMETER-7MM,,OTX,11/02/2024
273,LEGACY-XLS-46498,LACTOGEN 1 PRO FOLLOW UP TIN 400GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,478.96,478.96,384.85,19.65,5.00,190110,5.00,LACTOGEN 1 PRO FOLLOW UP TIN 400GM PWD,,NESTLE(TAG),12/02/2024
274,LEGACY-XLS-46809,LACTOGEN 3 PRO FOLLOW UP 400GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,460.00,460.00,401.92,12.63,5.00,19011090,5.00,LACTOGEN 3 PRO FOLLOW UP 400GM PWD,,NESTLE(TAG),16/02/2024
275,LEGACY-XLS-46937,DIGITAL THERMOMETER-LEEFORD,LEEFORD HEALTHCARE LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,220.00,220.00,98.50,55.23,0.00,90251910,5.00,DIGITAL THERMOMETER-LEEFORD,,OTX,19/02/2024
276,LEGACY-XLS-46990,LACTOGEN 4 PRO FOLLOW UP 400GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,460.00,460.00,401.92,12.63,11.00,19011090,5.00,LACTOGEN 4 PRO FOLLOW UP 400GM PWD,,NESTLE(TAG),19/02/2024
277,LEGACY-XLS-47180,PREGAKNOW PREGNANCY TEST CARD,PHARMA CORPORATION PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,76.50,76.50,7.90,89.67,0.00,300449,5.00,PREGAKNOW PREGNANCY TEST CARD,,OTX,20/02/2024
278,LEGACY-XLS-47645,DIGITAL THERMOMETER-ZYCARE,GERMEN REMEDIES AND PHARMACECUTICAL PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,170.50,170.50,97.00,43.11,0.00,90251910,5.00,DIGITAL THERMOMETER-ZYCARE,,OTX,26/02/2024
279,LEGACY-XLS-47683,LACTOGEN 1 PRO FOLLOW UP TIN 200GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,250.00,250.00,212.59,14.96,0.00,19019010,5.00,LACTOGEN 1 PRO FOLLOW UP TIN 200GM PWD,,NESTLE(TAG),27/02/2024
280,LEGACY-XLS-47980,BLOOD PRESSURE DIGITAL MONITOR-PERFECXA,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1800.00,1800.00,1187.50,34.03,0.00,90189011,5.00,BLOOD PRESSURE DIGITAL MONITOR-PERFECXA,,OTC,29/02/2024
281,LEGACY-XLS-48241,SAM VITA HBALC,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,4500.00,4500.00,3385.00,24.78,2.00,72139110,5.00,SAM VITA HBALC,,NON SALEABLE PRODUCT,02/03/2024
282,LEGACY-XLS-48242,SAM VITA D DIMER,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,8000.00,8000.00,6100.00,23.75,2.00,72139110,5.00,SAM VITA D DIMER,,NON SALEABLE PRODUCT,02/03/2024
283,LEGACY-XLS-48243,SAM VITA DENGUE IGM/IGG,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,0.00,0.00,5635.00,0.00,0.00,72139110,5.00,SAM VITA DENGUE IGM/IGG,,NON SALEABLE PRODUCT,02/03/2024
284,LEGACY-XLS-48244,A TELE KIT SYSYTEM -SAM VITA PRO-TELEKIT,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1046000.00,1046000.00,345000.00,67.02,0.00,90189023,5.00,A TELE KIT SYSYTEM -SAM VITA PRO-TELEKIT,,NON SALEABLE PRODUCT,02/03/2024
285,LEGACY-XLS-48245,SD BIO SENSOR AUTOMATIC ANALYZER F-200 FIA,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,0.00,0.00,111000.00,0.00,0.00,90189023,18.00,SD BIO SENSOR AUTOMATIC ANALYZER F-200 FIA,,NON SALEABLE PRODUCT,02/03/2024
286,LEGACY-XLS-48661,CONTOURED LUMBO SACRAL BELT (M)-LEEFORD,LEEFORD HEALTHCARE LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1050.00,1050.00,540.00,48.57,0.00,90211000,5.00,CONTOURED LUMBO SACRAL BELT (M)-LEEFORD,,OTX,05/03/2024
287,LEGACY-XLS-48662,CONTOURED LUMBO SACRAL BELT (L)-LEEFORD,LEEFORD HEALTHCARE LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1050.00,1050.00,540.00,48.57,0.00,90211000,5.00,CONTOURED LUMBO SACRAL BELT (L)-LEEFORD,,OTX,05/03/2024
288,LEGACY-XLS-50094,MILO TEENAGE JAGGERY 400GM PWD,KJS INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,320.00,320.00,248.79,22.25,1.00,19019090,18.00,MILO TEENAGE JAGGERY 400GM PWD,,OTC,19/03/2024
289,LEGACY-XLS-50173,MEDI SLIM 500GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,615.00,615.00,416.97,32.20,1.00,21061000,5.00,MEDI SLIM 500GM PWD,,BRITISH BIOLOGICALS(TAG),20/03/2024
290,LEGACY-XLS-50802,PROMIRA D PWD,BIOMIRRA BIOGENICS (P) LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,337.50,337.50,260.36,22.86,0.00,300449,5.00,PROMIRA D PWD,,OTX,26/03/2024
291,LEGACY-XLS-52967,CERELAC 2 WHEAT APPLE CHERRY 350GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,299.00,299.00,261.25,12.63,0.00,19011090,5.00,CERELAC 2 WHEAT APPLE CHERRY 350GM PWD,,NESTLE(TAG),22/04/2024
292,LEGACY-XLS-53369,GROVIVA CHOCOLATE 200GM PETJAR,WINGS BIOTECH LLP,VITAMINS & SUPPLEMENTS-HW,1 pack,465.00,465.00,331.02,28.81,0.00,21061000,5.00,GROVIVA CHOCOLATE 200GM PETJAR,,OTX,30/04/2024
293,LEGACY-XLS-53583,CALCIROL ORANGE GRANULES,CADILA PHARMACEUTICALS LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,36.30,36.30,27.66,23.80,6.00,300449,5.00,CALCIROL ORANGE GRANULES,CHOLECALCIFEROL,OTX,07/05/2024
294,LEGACY-XLS-54424,VIDAVANCE MANGO 400GM POWDER,MODI MUNDI PHARMA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,839.06,839.06,671.25,20.00,2.00,21069091,5.00,VIDAVANCE MANGO 400GM POWDER,,OTX,21/05/2024
295,LEGACY-XLS-54465,CERELAC 1 WHEAT APPLE 350GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,280.00,280.00,244.65,12.62,1.00,19011090,5.00,CERELAC 1 WHEAT APPLE 350GM PWD,,NESTLE(TAG),21/05/2024
296,LEGACY-XLS-55357,PEPTAMEN VANILLA TIN 400GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,2199.00,2199.00,1861.82,15.33,0.00,19011090,5.00,PEPTAMEN VANILLA TIN 400GM PWD,,NESTLE(TAG),30/05/2024
297,LEGACY-XLS-55756,LACTOGROW 2 TO 6 VANILLA 400GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,400.00,400.00,310.99,22.25,0.00,19011090,18.00,LACTOGROW 2 TO 6 VANILLA 400GM PWD,,NESTLE(TAG),04/06/2024
298,LEGACY-XLS-55890,CONTOUR TS TEST STRIP 50S,ASCENSIA DIABETES CARE,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1162.50,1162.50,948.67,18.39,0.00,38220090,5.00,CONTOUR TS TEST STRIP 50S,,CONTOUR PLUS(TAG),05/06/2024
299,LEGACY-XLS-56148,HINEX HIGH PROTEIN 400GM JAR,OTSUKA,VITAMINS & SUPPLEMENTS-HW,1 pack,1325.00,1325.00,1100.00,16.98,0.00,21069099,5.00,HINEX HIGH PROTEIN 400GM JAR,,OTX,06/06/2024
300,LEGACY-XLS-56499,PROHANCE MOM NUTRITIONAL CHOCOLATE 400GM PWD,SUN PHARMACEUTICAL INDUSTRIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,630.00,630.00,528.00,16.19,1.00,18069090,5.00,PROHANCE MOM NUTRITIONAL CHOCOLATE 400GM PWD,,PROHANCE(TAG),12/06/2024
301,LEGACY-XLS-56505,DABUR CHYAWANPRASH 950GM PWD,DABUR INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,395.00,395.00,328.85,16.75,2.00,30049099,5.00,DABUR CHYAWANPRASH 950GM PWD,,DABUR(TAG),12/06/2024
302,LEGACY-XLS-56568,APTAGROW VANILLA 400GM PWD,ZEON LIFESCIENCES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,625.00,625.00,481.51,22.96,0.00,19011090,18.00,APTAGROW VANILLA 400GM PWD,,OTX,13/06/2024
303,LEGACY-XLS-56855,ENSURE HMB VANILLA 375GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,625.00,625.00,523.81,16.19,0.00,21069091,5.00,ENSURE HMB VANILLA 375GM PWD,,ENSURE(TAG),19/06/2024
304,LEGACY-XLS-56875,CLINICAL THERMOMETER-MCP,MEDICARE PRODUCTS,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,200.00,200.00,108.18,45.91,4.00,90251910,5.00,CLINICAL THERMOMETER-MCP,,OTX,21/06/2024
305,LEGACY-XLS-57527,INOPRROT SF 200GM PWR,,VITAMINS & SUPPLEMENTS-HW,1 pack,316.00,316.00,223.16,29.38,0.00,300449,5.00,INOPRROT SF 200GM PWR,,OTX,06/07/2024
306,LEGACY-XLS-57576,AEROLIFE SPACER,GERMEN REMEDIES AND PHARMACECUTICAL PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,572.30,572.30,408.78,28.57,0.00,300449,5.00,AEROLIFE SPACER,,OTX,08/07/2024
307,LEGACY-XLS-57695,FINGER PULSE OXIMETER-OXYMED,MEDEQUIP HEALTHCARE SOLUTIONS LLP,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1890.00,1890.00,876.02,53.65,0.00,90189023,5.00,FINGER PULSE OXIMETER-OXYMED,,OTC,10/07/2024
308,LEGACY-XLS-57888,ENSURE HMB PET JAR VANILLA 375GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,743.01,743.01,594.41,20.00,4.00,300449,5.00,ENSURE HMB PET JAR VANILLA 375GM PWD,,ENSURE(TAG),12/07/2024
309,LEGACY-XLS-57895,BIOVIT MOM VANILLA 200GM PWD,BIOVITAMINS PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,360.00,360.00,244.07,32.20,1.00,30049099,5.00,BIOVIT MOM VANILLA 200GM PWD,NUTRITIONAL SUPPLEMENT,OTX,13/07/2024
310,LEGACY-XLS-57902,HEPAPRO MIXED FRUIT 400GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,957.00,957.00,728.86,23.84,31.00,19019010,5.00,HEPAPRO MIXED FRUIT 400GM PWD,,BRITISH BIOLOGICALS(TAG),15/07/2024
311,LEGACY-XLS-57917,MMS GOLD 1 FOLLOW UP FORMULA TIN 400GM PWD,BRITISH LIFE SCIENCES,VITAMINS & SUPPLEMENTS-HW,1 pack,945.00,945.00,744.38,21.23,1.00,04021020,5.00,MMS GOLD 1 FOLLOW UP FORMULA TIN 400GM PWD,,BRITISH BIOLOGICALS(TAG),16/07/2024
312,LEGACY-XLS-58021,KARKIDAKA KANJI KOOTTU-RATNAVILAS,,VITAMINS & SUPPLEMENTS-HW,1 pack,280.00,280.00,195.00,30.36,0.00,300449,5.00,KARKIDAKA KANJI KOOTTU-RATNAVILAS,,OTC,22/07/2024
313,LEGACY-XLS-58031,KARKIDAKA KANJI KOOTTU 540GM,,VITAMINS & SUPPLEMENTS-HW,0 pack,250.00,250.00,238.09,4.76,0.00,30049099,5.00,KARKIDAKA KANJI KOOTTU 540GM,,OTC,22/07/2024
314,LEGACY-XLS-58175,KARKIDAKA KANJI KIT 500GM,ASHTAVAIDYA HERBAL PHARMA,VITAMINS & SUPPLEMENTS-HW,0 pack,240.00,240.00,167.00,30.42,0.00,30049011,5.00,KARKIDAKA KANJI KIT 500GM,,ASHTAVAIDYA(TAG),26/07/2024
315,LEGACY-XLS-58509,ENSURE DIABETES CARE CHOCOLATE 375GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,820.00,820.00,687.24,16.19,6.00,18069090,5.00,ENSURE DIABETES CARE CHOCOLATE 375GM PWD,,ENSURE(TAG),03/08/2024
316,LEGACY-XLS-58563,ENSURE DIABETES CARE CHOCOLATE 1KG PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,2120.00,2120.00,1665.71,21.43,0.00,18069090,5.00,ENSURE DIABETES CARE CHOCOLATE 1KG PWD,NUTRITIONAL SUPPLEMENT,ENSURE(TAG),08/08/2024
317,LEGACY-XLS-58608,STETHOSCOPE EL 050-ELKO,ELKO SURGICAL AND ALLIED PRODUCTS LLP,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,499.00,499.00,220.00,55.91,0.00,90189011,5.00,STETHOSCOPE EL 050-ELKO,,ELKO(TAG),10/08/2024
318,LEGACY-XLS-58688,NAN PRO 1 FOLLOW UP TIN 200GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,410.00,410.00,318.77,22.25,0.00,15099010,5.00,NAN PRO 1 FOLLOW UP TIN 200GM PWD,,NESTLE(TAG),13/08/2024
319,LEGACY-XLS-58777,NESTLE NAN EXCELLA PRO STAGE 1 TIN 200GM PWD,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,490.00,490.00,380.97,22.25,0.00,300490,5.00,NESTLE NAN EXCELLA PRO STAGE 1 TIN 200GM PWD,NUTRITIONAL SUPPLEMENT,NESTLE(TAG),14/08/2024
320,LEGACY-XLS-59280,PREGA NEWS PREGNANCY TEST KIT,MANKIND PHARMA LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,60.00,60.00,42.86,28.57,0.00,30021019,5.00,PREGA NEWS PREGNANCY TEST KIT,,OTX,22/08/2024
321,LEGACY-XLS-59306,WHITE OATS 500GM- BAGRRYS,,VITAMINS & SUPPLEMENTS-HW,1 pack,99.00,99.00,81.80,17.37,0.00,300490,5.00,WHITE OATS 500GM- BAGRRYS,,OTC,23/08/2024
322,LEGACY-XLS-59339,ENSURE ADULT CHOCOLATE 375GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,660.00,660.00,528.00,20.00,3.00,300449,5.00,ENSURE ADULT CHOCOLATE 375GM PWD,,ENSURE(TAG),23/08/2024
323,LEGACY-XLS-59342,ENJOY PRO 200GM PWD,SERWIN PHARAMACEUTICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,186.90,186.90,145.94,21.92,0.00,210690,5.00,ENJOY PRO 200GM PWD,NUTRITIONAL SUPPLEMENT,OTX,23/08/2024
324,LEGACY-XLS-59577,FRESUBIN VANILLA 400GM PWD,FRESENIUS KABI INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,870.00,870.00,570.03,34.48,0.00,21069099,5.00,FRESUBIN VANILLA 400GM PWD,,OTX,30/08/2024
325,LEGACY-XLS-59623,ENSURE ADULT VANILLA 375GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,745.00,745.00,624.38,16.19,4.00,300449,5.00,ENSURE ADULT VANILLA 375GM PWD,,ENSURE(TAG),02/09/2024
326,LEGACY-XLS-59624,ENSURE ADULT VANILLA 375GM PET JAR,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,775.00,775.00,620.00,20.00,2.00,300449,5.00,ENSURE ADULT VANILLA 375GM PET JAR,,ENSURE(TAG),02/09/2024
327,LEGACY-XLS-59716,DEXOLAC 2 FOLLOW UP 1.2KG PWD,NUTRICIA INTERNATIONAL PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,490.00,490.00,424.24,13.42,0.00,19011090,5.00,DEXOLAC 2 FOLLOW UP 1.2KG PWD,,DEXOLAC(TAG),03/09/2024
328,LEGACY-XLS-59825,MESACOL CR 1G GRANULES,SUN PHARMACEUTICAL INDUSTRIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,47.00,47.00,35.81,23.81,1.00,30049099,5.00,MESACOL CR 1G GRANULES,MESALAZINE,OTX,05/09/2024
329,LEGACY-XLS-60089,ENSURE VANILA 950GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,1460.00,1460.00,1223.62,16.19,1.00,19019090,5.00,ENSURE VANILA 950GM PWD,,ENSURE(TAG),10/09/2024
330,LEGACY-XLS-60390,BLOOD LANCETS- E3 LIFE,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,350.00,350.00,64.00,81.71,0.00,300490,5.00,BLOOD LANCETS- E3 LIFE,,OTX,18/09/2024
331,LEGACY-XLS-60394,FRESUBIN HEPA VANILLA 400GM PWD,FRESENIUS KABI INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,1095.00,1095.00,794.16,27.47,0.00,300449,5.00,FRESUBIN HEPA VANILLA 400GM PWD,,OTX,19/09/2024
332,LEGACY-XLS-60428,ARG 9 5GM GRANULES,NOUVEAU MEDICAMENT PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,51.00,51.00,36.42,28.59,0.00,30049099,5.00,ARG 9 5GM GRANULES,L ARGININE-PROANTHOCYANIDE,OTX,19/09/2024
333,LEGACY-XLS-60448,DRESSING SCISSORS,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,600.00,600.00,260.00,56.67,0.00,90189011,5.00,DRESSING SCISSORS,,OTX,19/09/2024
334,LEGACY-XLS-60495,QUAKER OATS 200GM,,VITAMINS & SUPPLEMENTS-HW,1 pack,59.85,59.85,51.94,13.22,1.00,30049099,5.00,QUAKER OATS 200GM,,QUAKER(TAG),20/09/2024
335,LEGACY-XLS-60770,WEIGHING SCALE- BEURER,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,2950.00,2950.00,1300.00,55.93,0.00,300449,5.00,WEIGHING SCALE- BEURER,,OTX,25/09/2024
336,LEGACY-XLS-61000,PALKAYAM 10GM,LEAF N RELIEF,VITAMINS & SUPPLEMENTS-HW,1 pack,50.00,50.00,40.48,19.04,0.00,300449,5.00,PALKAYAM 10GM,,OTC,30/09/2024
337,LEGACY-XLS-61035,ENSURE CHOCOLATE 375GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,660.00,660.00,528.00,20.00,6.00,19019090,5.00,ENSURE CHOCOLATE 375GM PWD,,ENSURE(TAG),01/10/2024
338,LEGACY-XLS-61040,MENO PRO MANGO SF 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,365.00,365.00,247.47,32.20,0.00,21061000,5.00,MENO PRO MANGO SF 200GM PWD,,BRITISH BIOLOGICALS(TAG),01/10/2024
339,LEGACY-XLS-61090,KIDS PRO CHOCOLATE 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,350.00,350.00,237.29,32.20,0.00,19019010,5.00,KIDS PRO CHOCOLATE 200GM PWD,,BRITISH BIOLOGICALS(TAG),01/10/2024
340,LEGACY-XLS-61449,ANEROID SPHYGMOMANOMETER PAKM- ELKO,ANITA INDUSTRIES,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1699.00,1699.00,789.00,53.56,0.00,90189011,5.00,ANEROID SPHYGMOMANOMETER PAKM- ELKO,,ELKO(TAG),21/10/2024
341,LEGACY-XLS-61450,STETHOSCOPE EL 020-ELKO,ELKOS HEALTHCARE PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,700.00,700.00,336.19,51.97,1.00,90189011,5.00,STETHOSCOPE EL 020-ELKO,,OTC,21/10/2024
342,LEGACY-XLS-61470,HORLICKS DIABETES PLUS CHOCOLATE 400GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,699.00,699.00,599.74,14.20,4.00,30049099,5.00,HORLICKS DIABETES PLUS CHOCOLATE 400GM PWD,,HORLICKS(TAG),23/10/2024
343,LEGACY-XLS-61934,BLOOD GLUCOSE GUIDE TEST STRIP 50S-ACCU CHECK,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1375.00,1375.00,1016.72,26.06,0.00,38220019,5.00,BLOOD GLUCOSE GUIDE TEST STRIP 50S-ACCU CHECK,,ACCU CHECK(TAG),08/11/2024
344,LEGACY-XLS-62741,STETHOSCOPE EL 060-ELKO,ELKO SURGICAL AND ALLIED PRODUCTS LLP,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1699.00,1699.00,780.00,54.09,0.00,96190010,5.00,STETHOSCOPE EL 060-ELKO,,ELKO(TAG),27/11/2024
345,LEGACY-XLS-62962,"VBSY PROGRAME HEALTH SCREENING(BP,ECG,GLUCOSE,PULSE,TEMPARATURE)",,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,45.00,45.00,45.00,0.00,0.00,999316,5.00,"VBSY PROGRAME HEALTH SCREENING(BP,ECG,GLUCOSE,PULSE,TEMPARATURE)",,NON SALEABLE PRODUCT,30/11/2024
346,LEGACY-XLS-63201,RAPID NEWS MENOPAUSE TEST KIT,MANKIND PHARMA LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,3 pack,600.00,600.00,267.86,55.36,0.00,38220090,5.00,RAPID NEWS MENOPAUSE TEST KIT,,OTX,07/12/2024
347,LEGACY-XLS-63202,RAPID NEWS UTI TEST KIT,MANKIND PHARMA LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,350.00,350.00,156.25,55.36,0.00,38220090,5.00,RAPID NEWS UTI TEST KIT,,OTX,07/12/2024
348,LEGACY-XLS-63605,LACTIFIBER 120GM GRANULES,SUN PHARMACEUTICAL INDUSTRIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,386.00,386.00,275.71,28.57,2.00,30049039,5.00,LACTIFIBER 120GM GRANULES,LACTITOL-ISPAGHULA,OTX,20/12/2024
349,LEGACY-XLS-63748,CLINICAL THERMOMETER-SMIC,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,142.57,142.57,107.50,24.60,2.00,30049099,5.00,CLINICAL THERMOMETER-SMIC,,OTX,26/12/2024
350,LEGACY-XLS-63982,ENSURE ADULT VANILLA 200GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,390.00,390.00,326.85,16.19,2.00,300449,5.00,ENSURE ADULT VANILLA 200GM PWD,,ENSURE(TAG),10/01/2025
351,LEGACY-XLS-63984,KABIPRO PROTEIN VANILLA 1KG PWD,FRESENIUS KABI INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,3051.00,3051.00,2099.00,31.20,0.00,21061000,5.00,KABIPRO PROTEIN VANILLA 1KG PWD,,OTX,11/01/2025
352,LEGACY-XLS-64453,PREGASK PREGNANCY TEST KIT,TORRENT PHARMACEUTICALS LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,75.00,75.00,14.75,80.33,0.00,382290,5.00,PREGASK PREGNANCY TEST KIT,,OTX,22/01/2025
353,LEGACY-XLS-64630,ENSURE DIABETES CARE VANILLA PET JAR 375GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,930.00,930.00,779.43,16.19,3.00,15153010,5.00,ENSURE DIABETES CARE VANILLA PET JAR 375GM PWD,,ENSURE(TAG),27/01/2025
354,LEGACY-XLS-64866,KIDS PRO VANILLA 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,350.00,350.00,237.30,32.20,1.00,19019010,5.00,KIDS PRO VANILLA 200GM PWD,,BRITISH BIOLOGICALS(TAG),01/02/2025
355,LEGACY-XLS-65165,PROTINEX ORIGINAL 230GM PWD,NUTRIGOLD INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,391.53,391.53,327.09,16.46,0.00,300249,5.00,PROTINEX ORIGINAL 230GM PWD,,PROTINEX(TAG),07/02/2025
356,LEGACY-XLS-65641,PROHANCE MOM SF NUTRITIONAL CHOCOLATE 200GM PWD,SUN PHARMACEUTICAL INDUSTRIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,467.00,467.00,348.27,25.42,0.00,300490,5.00,PROHANCE MOM SF NUTRITIONAL CHOCOLATE 200GM PWD,,PROHANCE(TAG),13/02/2025
357,LEGACY-XLS-65965,MENO PRO MANGO SF 400GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,695.00,695.00,471.21,32.20,0.00,19019010,5.00,MENO PRO MANGO SF 400GM PWD,NUTRITIONAL SUPPLEMENT,BRITISH BIOLOGICALS(TAG),22/02/2025
