source_row,product_code,product_name,brand,category_name,unit,mrp,selling_price,cost_price,margin_percentage,stock_quantity,source_hsn_code,source_gst_percent,source_alias_name,source_generic_name,source_sub_category,source_created_date
2,LEGACY-XLS-16227,B PROTIN NUTRITIONAL CHOCOLATE 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,272.00,272.00,207.23,23.81,39.00,19019090,5.00,B PROTIN NUTRITIONAL CHOOCLATE 200gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
3,LEGACY-XLS-16276,BEENS MOM VANILLA 200GM PWD,AKESISS PHARMA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,332.80,332.80,253.56,23.81,3.00,21069099,5.00,BEENS MOM VANILLA 200gm Pwd,,OTX,01/12/2022
4,LEGACY-XLS-16343,BLOOD PRESSURE MONITOR BP 09-DR MOREPEN,MOREPEN LABORATORIES LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1430.00,1430.00,1000.00,30.07,0.00,90192090,5.00,BLOOD PRESSURE MONITOR BP 09-Dr Morepen,,MOREPEN(TAG),01/12/2022
5,LEGACY-XLS-16670,D PROTIN CHOCOLATE 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,305.00,305.00,232.38,23.81,20.00,21069091,5.00,D PROTIN CHOCOLATE 200gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
6,LEGACY-XLS-16671,D PROTIN VANILLA 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,305.00,305.00,232.38,23.81,36.00,21069091,5.00,D PROTIN VANILLA 200gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
7,LEGACY-XLS-16781,DIGITAL THERMOMETER-ACCUSURE,MICROGENE DIAGNOSTIC SYSTEMS (P) LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,222.00,222.00,65.00,70.72,0.00,90251910,5.00,DIGITAL THERMOMETER-Accusure,,ACCUSURE(TAG),01/12/2022
8,LEGACY-XLS-16782,DIGITAL THERMOMETER-BPL,BPL HOMECARE LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,250.00,250.00,71.50,71.40,0.00,90251910,5.00,DIGITAL THERMOMETER-BPL,,OTX,01/12/2022
9,LEGACY-XLS-16892,ELECTRAL 21.80GM GRANULES,FDC LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,23.05,23.05,17.56,23.82,48.00,30049086,5.00,ELECTRAL GRANULES 21.80gm Pwd,ORAL REHYDRATION,OTX,01/12/2022
10,LEGACY-XLS-17057,FYBOGEL ORANGE 100GM PWD,RECKITT BENCKISER HEALTHCARE INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,196.87,196.87,168.75,14.28,54.00,30049011,5.00,FYBOGEL ORANGE 100gm Pwd,,FYBOGEL(TAG),01/12/2022
11,LEGACY-XLS-17149,BLOOD GLUCOMETER GLUCO ONE BG03 DR MOREPEN,DR REDDY'S LABORATORIES LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,620.00,620.00,55.00,91.13,5.00,90189023,5.00,GLUCO ONE BLOOD GLUCOMETER BG 03-Dr Morepen,,MOREPEN(TAG),01/12/2022
12,LEGACY-XLS-17252,HORLICKS DIABETES PLUS VANILLA 400GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,768.00,768.00,658.95,14.20,8.00,21069099,5.00,HORLICKS DIABETES PLUS VANILLA 400gm Pwd,,HORLICKS(TAG),01/12/2022
13,LEGACY-XLS-17253,HORLICKS JAR 1KGM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,574.00,574.00,469.37,18.23,6.00,19019090,5.00,HORLICKS JAR 1KGM PWD,,HORLICKS(TAG),01/12/2022
14,LEGACY-XLS-17255,HORLICKS PROTEIN PLUS VANILLA 400GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,570.00,570.00,476.19,16.46,2.00,21069099,5.00,HORLICKS PROTEIN PLUS VANILLA 400gm Pwd,,HORLICKS(TAG),01/12/2022
15,LEGACY-XLS-17277,I CAN PREGNANCY TEST KIT,PIRAMAL ENTERPRISES LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,60.00,60.00,42.86,28.57,1.00,30021019,5.00,I CAN PREGNANCY TEST KIT,,PIRAMAL(TAG),01/12/2022
16,LEGACY-XLS-17343,JUNIOR HORLICKS VANILLA JAR 500GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,345.00,345.00,270.72,21.53,6.00,19019090,5.00,JUNIOR HORLICKS VANILLA JAR 500GM PWD,,HORLICKS(TAG),01/12/2022
17,LEGACY-XLS-17425,LACTARE CHOCOLATE 250GM GRANULES,TTK HEALTHCARE LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,520.00,520.00,396.19,23.81,38.00,30049011,5.00,LACTARE GRANULES CHOCOLATE 250gm Pwd,,OTX,01/12/2022
18,LEGACY-XLS-17426,LACTIFIBER 90GM GRANULES,SUN PHARMACEUTICAL INDUSTRIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,290.00,290.00,207.14,28.57,23.00,30049099,5.00,LACTIFIBER GRANULES 90gm Pwd,LACTITOL-ISPAGHULA,OTX,01/12/2022
19,LEGACY-XLS-17441,LACTONIC GRANULES 200GM GRANULES,ALEMBIC PHARMACEUTICALS LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,414.00,414.00,315.43,23.81,11.00,30049011,5.00,LACTONIC GRANULES 200gm Pwd,,OTX,01/12/2022
20,LEGACY-XLS-17595,MACPROT VANILLA 200GM PWD,MACLEODS PHARMACEUTICALS PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,346.21,346.21,263.73,23.82,5.00,21069099,5.00,MACPROT VANILA 200gm Pwd,,OTX,01/12/2022
21,LEGACY-XLS-17756,MOTHERS HORLICKS 500GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,620.00,620.00,486.50,21.53,0.00,19019090,5.00,MOTHERS HORLICKS 500gm Pwd,,HORLICKS(TAG),01/12/2022
22,LEGACY-XLS-17870,RESOURCE HIGH PROTEIN PET JAR VANILLA FLAVOUR 400GM PWD-NESTLE,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,1175.00,1175.00,994.84,15.33,6.00,210690,5.00,NESTLE RESOURCE HIGH PROTEIN PET JAR VANILLA FLAVOR 400gm Pwd,,NESTLE(TAG),01/12/2022
23,LEGACY-XLS-18026,ONE TOUCH SELECT PLUS STRIP 50S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1199.00,1199.00,1001.76,16.45,9.00,38220019,5.00,ONE TOUCH SELECT PLUS STRIP 50s,,ONETOUCH(TAG),01/12/2022
24,LEGACY-XLS-18027,ONETOUCH VERIO TEST STRIP 50S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1167.19,1167.19,975.09,16.46,0.00,38220019,5.00,ONETOUCH VERIO TEST STRIP 50s,,ONETOUCH(TAG),01/12/2022
25,LEGACY-XLS-18233,PREG CARD REVEAL KIT,LUPIN GENERICS LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,58.25,58.25,8.85,84.81,9.00,38220019,5.00,PREG CARD REVEAL KIT,,OTX,01/12/2022
26,LEGACY-XLS-18257,PRO PL CHOCOLATE 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,299.00,299.00,227.80,23.81,7.00,30049099,5.00,PRO PL CHOCOLATE 200gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
27,LEGACY-XLS-18258,PRO PL VANILLA TIN 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,299.00,299.00,227.80,23.81,0.00,30049099,5.00,PRO PL VANILLA TIN 200GM PWD,,BRITISH BIOLOGICALS(TAG),01/12/2022
28,LEGACY-XLS-18621,SUPRADYN TAB,BAYER PHARMACEUTICALS PVT LTD,VITAMINS & SUPPLEMENTS-HW,15 pack,75.00,75.00,57.14,23.81,93.00,30045090,5.00,SUPRADYN DAILY TASC STP 15 IN,,OTX,01/12/2022
29,LEGACY-XLS-18737,THREPTIN DISKETTES 275GM PWD,RAPTAKOS BRETT & CO LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,436.02,436.02,332.20,23.81,2.00,210690,5.00,THREPTIN DISKETTES 275gm Pwd,CASEIN-PROTEIN-SOYA-SUCROSE,OTX,01/12/2022
30,LEGACY-XLS-19002,WHITE OATS 500GM JAR,LEAF N RELIEF,VITAMINS & SUPPLEMENTS-HW,1 pack,120.00,120.00,97.92,18.40,2.00,11041200,5.00,WHITE OATS 500gm,,OTC,01/12/2022
31,LEGACY-XLS-20778,BOOST 200GM PET JAR,HUHTAMAKI PPL LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,110.00,110.00,97.00,11.82,9.00,19019090,5.00,BOOST 200gm PET JAR,,BOOST(TAG),01/12/2022
32,LEGACY-XLS-20779,BOOST 500GM PET JAR,HUHTAMAKI PPL LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,299.00,299.00,234.62,21.53,15.00,19019090,5.00,BOOST 500gm PET JAR,,BOOST(TAG),01/12/2022
33,LEGACY-XLS-20808,CHYAWANPRAKASH SF 500GM PWD-DABUR,DABUR INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,245.00,245.00,190.64,22.19,11.00,30049011,5.00,DABUR CHYAWANPRAKASH SF 500gm,,DABUR(TAG),01/12/2022
34,LEGACY-XLS-20841,ENSURE DIABETES CARE VANILLA PET JAR 400GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,995.00,995.00,781.79,21.43,1.00,21069091,5.00,ENSURE DIABETES CARE VANILLA DELIGHT PET JAR 400gm Pwd,,ENSURE(TAG),01/12/2022
35,LEGACY-XLS-20925,HORLICKS PET JAR 500GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,264.00,264.00,232.81,11.81,3.00,19019090,5.00,HORLICKS PET JAR 500gm Pwd,,HORLICKS(TAG),01/12/2022
36,LEGACY-XLS-20926,HORLICKS LITE JAR 450GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,310.55,310.55,273.85,11.82,8.00,19019090,5.00,HORLICKS LITE JAR 450gm Pwd,,HORLICKS(TAG),01/12/2022
37,LEGACY-XLS-20959,JUNIOR HORLICKS VANILLA 500GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,330.00,330.00,265.65,19.50,2.00,19019090,5.00,JUNIOR HORLICKS VANILLA 500gm Pwd,,HORLICKS(TAG),01/12/2022
38,LEGACY-XLS-21138,WHITE OATS 500GM PACKET,PANKAJAKASTHURI HERBALS INDIA (P) LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,115.00,115.00,91.53,20.41,3.00,11041200,5.00,PK WHITE OATS 500gm Pwd,,OTC,01/12/2022
39,LEGACY-XLS-21150,PREGNANCY TEST KIT,(CIPLA GX)CIPLA HEALTH LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,57.10,57.10,7.50,86.87,0.00,300449,5.00,PREGTEST TEST KIT,,OTX,01/12/2022
40,LEGACY-XLS-21198,OATS 1KGM-SAFFOLA,MARICO LIMITED,VITAMINS & SUPPLEMENTS-HW,1 pack,245.00,245.00,189.87,22.50,4.00,11041200,5.00,SAFFOLA OATS 1kg,,OTC,01/12/2022
41,LEGACY-XLS-21278,ZEROSTAT SPACER DEVICE,CIPLA LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,364.76,364.76,260.54,28.57,0.00,90192090,5.00,ZEROSTAT SPACER-Device,,OTX,01/12/2022
42,LEGACY-XLS-21568,HORLICKS 200GM PKT PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,101.44,101.44,92.65,8.67,2.00,19019090,5.00,HORLICKS 200GM PKT PWD,,HORLICKS(TAG),01/12/2022
43,LEGACY-XLS-21569,HORLICKS PET JAR 200GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,119.24,119.24,110.00,7.75,9.00,19019090,5.00,HORLICKS PET JAR 200gm Pwd,,HORLICKS(TAG),01/12/2022
44,LEGACY-XLS-21582,MOTHERS PLUS HORLICKS 200GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,260.00,260.00,229.28,11.82,5.00,19019090,5.00,MOTHERS PLUS HORLICKS 200gm Pwd,,HORLICKS(TAG),01/12/2022
45,LEGACY-XLS-21587,B PROTIN NUTRITIONAL CHOCOLATE 500GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,575.00,575.00,437.29,23.95,22.00,19019010,5.00,B PROTIN NUTRITIONAL CHOOCLATE 500gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
46,LEGACY-XLS-21710,JUNIOR HORLICKS POUCH 450GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,235.00,235.00,207.23,11.82,6.00,19019090,5.00,JUNIOR HORLICKS POUCH 450gm Pwd,,HORLICKS(TAG),01/12/2022
47,LEGACY-XLS-23346,D PROTIN CHOCOLATE 500GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,652.00,652.00,496.76,23.81,6.00,21069091,5.00,D PROTIN CHOCOLATE 500gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
48,LEGACY-XLS-23348,CHYAWANPRAKASH SF 950GM PWD-DABUR,DABUR INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,395.00,395.00,328.85,16.75,1.00,30049011,5.00,DABUR CHYAWANPRAKASH SF 950GM,,DABUR(TAG),01/12/2022
49,LEGACY-XLS-23362,D PROTIN VANILLA 500GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,652.00,652.00,496.76,23.81,7.00,21069091,5.00,D PROTIN VANILLA 500gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
50,LEGACY-XLS-23393,WHITE OATS 1KGM,LEAF N RELIEF,VITAMINS & SUPPLEMENTS-HW,1 pack,230.00,230.00,187.67,18.40,5.00,11041200,5.00,WHITE OATS 1Kg,,OTC,01/12/2022
51,LEGACY-XLS-23711,PROHANCE HIGH PROTEIN VANILA SF 400GM PWD,SUN PHARMACEUTICAL INDUSTRIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,1170.00,1170.00,980.58,16.19,7.00,21069099,5.00,PROHANCE HIGH PROTINE VANILA SF 400gm Pwd,,PROHANCE(TAG),01/12/2022
52,LEGACY-XLS-23872,GLUCOMETER SUGARCHEK ADVANCE-WOCKHARDT,WOCKHARDT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,666.00,666.00,402.00,39.64,0.00,90189023,5.00,SUGARCHECK ADVANCE GLUCOMETER-Wockhardt,,OTX,01/12/2022
53,LEGACY-XLS-23873,CHYAWANPRAKASH 500GM PWD-DABUR,DABUR INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,235.00,235.00,195.00,17.02,1.00,30049011,5.00,DABUR CHYAWANPRAKASH 500gm,,DABUR(TAG),01/12/2022
54,LEGACY-XLS-23916,CALCIROL 1GM GRANULES,CADILA PHARMACEUTICALS LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,36.30,36.30,27.66,23.80,33.00,30049031,5.00,CALCIROL GRANULES 1gm Sachet,CHOLECALCIFEROL,OTX,01/12/2022
55,LEGACY-XLS-24133,BLOOD GLUCOMETER-ACCU CHECK ACTIVE,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1124.06,1124.06,850.49,24.34,2.00,38220090,5.00,ACCU CHECK ACTIVE BLOOD GLUCOMETER KIT,,ACCU CHECK(TAG),01/12/2022
56,LEGACY-XLS-24140,BLOOD GLUCOMETER TEST STRIP 50S-ACCU CHECK ACTIVE,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1115.00,1115.00,887.88,20.37,18.00,38220019,5.00,ACCU CHECK ACTIVE TEST STRIP 50s,,ACCU CHECK(TAG),01/12/2022
57,LEGACY-XLS-24142,BLOOD GLUCOMETER TEST STRIP 10S-ACCU CHECK ACTIVE,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,398.44,398.44,329.50,17.30,16.00,38220019,5.00,ACCU CHECK ACTIVE TEST STRIP 10s,,ACCU CHECK(TAG),01/12/2022
58,LEGACY-XLS-24143,BLOOD GLUCOMETER TEST STRIP 25S-ACCU CHECK ACTIVE,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,745.00,745.00,616.97,17.19,13.00,38220019,5.00,ACCU CHECK ACTIVE TEST STRIP 25s,,ACCU CHECK(TAG),01/12/2022
59,LEGACY-XLS-24222,ONETOUCH ULTRA TEST STRIP 25S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,820.31,820.31,710.23,13.42,5.00,38220019,5.00,ONETOUCH ULTRA TEST STRIP 25s,,ONETOUCH(TAG),01/12/2022
60,LEGACY-XLS-24229,ONE TOUCH SELECT PLUS GLUCOMETER,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1149.00,1149.00,883.81,23.08,7.00,38220019,5.00,ONE TOUCH SELECT PLUS GLUCOMETER,,ONETOUCH(TAG),01/12/2022
61,LEGACY-XLS-24231,ONE TOUCH SELECT PLUS STRIP 25S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,680.00,680.00,568.39,16.41,8.00,38220019,5.00,ONE TOUCH SELECT PLUS STRIP 25s,,ONETOUCH(TAG),01/12/2022
62,LEGACY-XLS-24282,CRIXAN 125MG 30ML GRANULES,SUN PHARMACEUTICAL INDUSTRIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,144.90,144.90,110.40,23.81,3.00,30049099,5.00,CRIXAN 125Mg Granules 30ml,CLARITHROMYCIN,OTX,01/12/2022
63,LEGACY-XLS-24555,OATS 500GM-SAFFOLA,MARICO LIMITED,VITAMINS & SUPPLEMENTS-HW,1 pack,95.00,95.00,75.25,20.79,3.00,11041200,5.00,SAFFOLA OATS 500gm,,OTC,01/12/2022
64,LEGACY-XLS-24631,BLOOD PRESSURE MONITOR-CONTOUR PLUS,ASCENT MEDITECH LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,769.00,769.00,593.51,22.82,0.00,90192090,5.00,BLOOD PRESSURE MONITOR -Counter Plus,,CONTOUR PLUS(TAG),01/12/2022
65,LEGACY-XLS-24634,CONTOUR PLUS TEST STRIP 10S,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,425.00,425.00,1.00,99.76,1.00,38220019,5.00,CONTOUR PLUS TEST STRIP 10s,,CONTOUR PLUS(TAG),01/12/2022
66,LEGACY-XLS-24635,CONTOUR PLUS TEST STRIP 50S,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1077.00,1077.00,861.73,19.99,0.00,38220019,5.00,CONTER PLUS TEST STRIP 50s,,CONTOUR PLUS(TAG),01/12/2022
67,LEGACY-XLS-24638,STETHOSCOPE PROFESSIONALS-DR.MORPEN,MOREPEN LABORATORIES LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,560.00,560.00,195.00,65.18,0.00,90189022,5.00,STETHOSCOPE PROFESIONALS-Dr.Morepen,,MOREPEN(TAG),01/12/2022
68,LEGACY-XLS-24671,GREEN TEA 25 BAGS-LEEFORD,LEEFORD HEALTHCARE LTD,VITAMINS & SUPPLEMENTS-HW,25 pack,250.00,250.00,155.00,38.00,0.00,300449,5.00,GREEN TEA-LEEFORD 25Bags,,OTC,01/12/2022
69,LEGACY-XLS-24724,B PROTIN NUTRITIONAL PINEAPPLE 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,305.00,305.00,206.79,32.20,6.00,19019010,5.00,B PROTIN NUTRITIONAL PINEAPPLE 200gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
70,LEGACY-XLS-24909,BLOOD GLUCOSE MONITOR-CONTOUR PLUS,ASCENT MEDITECH LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,702.19,702.19,541.00,22.96,35.00,90192090,5.00,BLOOD GLUCOSE MONITOR -Contour Plus,,CONTOUR PLUS(TAG),01/12/2022
71,LEGACY-XLS-25026,AROW RT 100GM PWD-ASHTAVAIDYA,ASHTAVAIDYA HERBAL PHARMA,VITAMINS & SUPPLEMENTS-HW,1 pack,178.12,178.12,135.70,23.82,9.00,30049011,5.00,ASHTAVAIDYA AROW RT 100gm Pwd,,ASHTAVAIDYA(TAG),01/12/2022
72,LEGACY-XLS-25027,ARROW RT 50GM PWD-ASHTAVAIDYA,ASHTAVAIDYA HERBAL PHARMA,VITAMINS & SUPPLEMENTS-HW,1 pack,100.00,100.00,71.43,28.57,1.00,30049011,5.00,ASHTAVAIDYA AROW RT 50gm Pwd,,ASHTAVAIDYA(TAG),01/12/2022
73,LEGACY-XLS-25104,ENSURE HMB VANILLA 400GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,800.00,800.00,596.61,25.42,1.00,21069091,5.00,ENSURE VANILLA HMB 400gm Pwd,,ENSURE(TAG),01/12/2022
74,LEGACY-XLS-25105,ENSURE HMB VANILLA 200GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,440.00,440.00,328.14,25.42,3.00,21069091,5.00,ENSURE VANILLA HMB 200gm Pwd,,ENSURE(TAG),01/12/2022
75,LEGACY-XLS-25146,ONE TOUCH SELECT STRIP 50S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1295.00,1295.00,1014.25,21.68,11.00,38220019,5.00,ONE TOUCH SELECT STRIP 50s,,ONETOUCH(TAG),01/12/2022
76,LEGACY-XLS-25147,ONE TOUCH SELECT STRIP 10S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,395.00,395.00,309.37,21.68,9.00,38220019,5.00,ONE TOUCH SELECT STRIP 10s,,ONETOUCH(TAG),01/12/2022
77,LEGACY-XLS-25180,BLOOD GLUCOSE TEST STRIP 25S-CONTOUR PLUS,ASCENSIA DIABETES CARE,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,398.44,398.44,1.00,99.75,0.00,38220090,5.00,CONTOUR PLUS Blood Glucose Test Strip 25s,,CONTOUR PLUS(TAG),01/12/2022
78,LEGACY-XLS-25218,BLOOD PRESSURE MONITOR-ELKO,ELKO SURGICAL AND ALLIED PRODUCTS LLP,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1899.00,1899.00,825.00,56.56,0.00,90189011,5.00,BLOOD PRESSURE MONITOR -ELKO,,ELKO(TAG),01/12/2022
79,LEGACY-XLS-25475,ENSURE HMB VANILLA 1KGM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,1445.00,1445.00,1077.63,25.42,0.00,21069091,5.00,ENSURE VANILLA HMB 1Kg Pwd,,ENSURE(TAG),01/12/2022
80,LEGACY-XLS-25532,BRAHMI TAB,HIMALAYA DRUG COMPANY,VITAMINS & SUPPLEMENTS-HW,60 pack,200.00,200.00,146.66,26.67,6.00,30049011,5.00,BRAHMI Tab 60s,,HIMALAYA(TAG),01/12/2022
81,LEGACY-XLS-25575,OATS 1KGM JAR-DR FOOD,DR FOODS LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,226.00,226.00,195.67,13.42,0.00,11041200,5.00,DR.FOODS OAT 1kg JAR,,OTC,01/12/2022
82,LEGACY-XLS-25608,OATS 500GM JAR-DR FOOD,DR.FOOD & BANATONE INDUSTRIES,VITAMINS & SUPPLEMENTS-HW,1 pack,137.00,137.00,118.63,13.41,0.00,11041200,5.00,DR.FOOD OATS 500gm JAR,,OTC,01/12/2022
83,LEGACY-XLS-25616,DIGITAL THERMOMETER-KLIFE,KANNU IMPEX INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,189.00,189.00,67.80,64.13,15.00,90251910,5.00,DIGITAL THERMOMETER-KLIFE,,OTX,01/12/2022
84,LEGACY-XLS-25681,ONE TOUCH DELICA PLUS LANCETS 30GM,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,164.06,164.06,120.19,26.74,0.00,90189099,5.00,ONE TOUCH DELICA PLUS Lancets 30G,,ONETOUCH(TAG),01/12/2022
85,LEGACY-XLS-25818,ONE TOUCH DELICA PLUS LANCETS 25S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,164.00,164.00,120.19,26.71,3.00,90189099,5.00,ONE TOUCH DELICA PLUS Lancets 25s,,ONETOUCH(TAG),01/12/2022
86,LEGACY-XLS-25822,ONE TOUCH ULTRA STRIP 25S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,25 pack,875.00,875.00,710.23,18.83,1.00,38220019,5.00,ONE TOUCH ULTRA STRIP 25s,,ONETOUCH(TAG),01/12/2022
87,LEGACY-XLS-25823,ONE TOUCH SELECT STRIP 25S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,700.00,700.00,548.25,21.68,14.00,38220019,5.00,ONE TOUCH SELECT STRIP 25s,,ONETOUCH(TAG),01/12/2022
88,LEGACY-XLS-25895,LACTIFIBER 180GM GRANULES,SUN PHARMACEUTICAL INDUSTRIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,450.00,450.00,321.43,28.57,6.00,30049099,5.00,LACTIFIBER GRANULES 180gm,LACTITOL-ISPAGHULA,OTX,01/12/2022
